DATA;JOGADOR 1;JOGADOR 2;JOGADOR 3;JOGADOR 4;PLACAR DUPLA 1;PLACAR DUPLA 2;BUCHUDA DE Rê?;PONTUAR;PAGADOR1;DEB PAG1;COMP PG1;PAGADOR2;DEB PAG2;COMP PG2
02/09/2025;CARCAMANO;TATU BOLA;POL÷CIA FEMININA;FUMACINHA;5;7;N«O;2;;$0.00;;;$0.00;
02/09/2025;PROFESSOR;JOGADOR N«O MEMBRO;FUMACINHA;POL÷CIA FEMININA;1;6;N«O;5;;$0.00;;;$0.00;
02/09/2025;CARCAMANO;TATU BOLA;POL÷CIA FEMININA;FUMACINHA;1;6;N«O;5;;$0.00;;;$0.00;
02/09/2025;FANTASMA;TATU BOLA;FUMACINHA;POL÷CIA FEMININA;5;6;N«O;1;;$0.00;;;$0.00;
02/09/2025;FRODO COGUMELO;TATU BOLA;FUMACINHA;POL÷CIA FEMININA;2;6;N«O;4;;$0.00;;;$0.00;
02/09/2025;PROFESSOR;TATU BOLA;FUMACINHA;POL÷CIA FEMININA;6;3;N«O;3;;$0.00;;;$0.00;
02/09/2025;PROFESSOR;TATU BOLA;FUMACINHA;POL÷CIA FEMININA;7;5;N«O;2;;$0.00;;;$0.00;
02/09/2025;CARCAMANO;APRENDIZ;FANTASMA;TIA LÈIÄA;7;5;N«O;2;;$0.00;;;$0.00;
02/09/2025;MOLINHO;TIA LÈIÄA;APRENDIZ;CARCAMANO;5;7;N«O;2;;$0.00;;;$0.00;
02/09/2025;PROFESSOR;TATU BOLA;FUMACINHA;POL÷CIA FEMININA;1;6;N«O;5;;$0.00;;;$0.00;
02/09/2025;APRENDIZ;CARCAMANO;MOLINHO;TIA LÈIÄA;5;6;N«O;1;;$0.00;;;$0.00;
02/09/2025;PROFESSOR;TATU BOLA;FUMACINHA;POL÷CIA FEMININA;6;1;N«O;5;;$0.00;;;$0.00;
02/09/2025;APRENDIZ;CARCAMANO;MOLINHO;TIA LÈIÄA;2;7;N«O;5;;$0.00;;;$0.00;
02/09/2025;PROFESSOR;TATU BOLA;FUMACINHA;POL÷CIA FEMININA;4;6;N«O;2;;$0.00;;;$0.00;
02/09/2025;PROFESSOR;TATU BOLA;FUMACINHA;POL÷CIA FEMININA;4;6;N«O;2;;$0.00;;;$0.00;
03/09/2025;CARCAMANO;JAPON“S;JOGADOR N«O MEMBRO;FUMACINHA;5;6;N«O;1;;$0.00;;;$0.00;
03/09/2025;CARCAMANO;JAPON“S;VOV‚;FUMACINHA;5;6;N«O;1;;$0.00;;;$0.00;
03/09/2025;CARCAMANO;JAPON“S;VOV‚;FUMACINHA;7;3;N«O;4;;$0.00;;;$0.00;
03/09/2025;JOGADOR N«O MEMBRO;TIA LÈIÄA;PROFESSOR;POL÷CIA FEMININA;8;4;N«O;4;;$0.00;;;$0.00;
03/09/2025;CARCAMANO;JAPON“S;JORNALISTA;SEM PRESSA;2;6;N«O;4;;$0.00;;;$0.00;
03/09/2025;VOV‚;FUMACINHA;CARCAMANO;JAPON“S;6;1;N«O;5;;$0.00;;;$0.00;
03/09/2025;JORNALISTA;SEM PRESSA;PROFESSOR;POL÷CIA FEMININA;3;6;N«O;3;;$0.00;;;$0.00;
03/09/2025;VOV‚;FUMACINHA;CARCAMANO;JAPON“S;6;5;N«O;1;;$0.00;;;$0.00;
03/09/2025;JOGADOR N«O MEMBRO;TIA LÈIÄA;PROFESSOR;POL÷CIA FEMININA;3;6;N«O;3;;$0.00;;;$0.00;
03/09/2025;JOGADOR N«O MEMBRO;TIA LÈIÄA;PROFESSOR;POL÷CIA FEMININA;2;6;N«O;4;;$0.00;;;$0.00;
03/09/2025;FUMACINHA;SEM PRESSA;CARCAMANO;JAPON“S;6;5;N«O;1;;$0.00;;;$0.00;
03/09/2025;FANTASMA;TIA LÈIÄA;PROFESSOR;POL÷CIA FEMININA;1;6;N«O;5;;$0.00;;;$0.00;
03/09/2025;FUMACINHA;SEM PRESSA;CARCAMANO;JAPON“S;5;6;N«O;1;;$0.00;;;$0.00;
03/09/2025;CARCAMANO;JAPON“S;PROFESSOR;POL÷CIA FEMININA;6;5;N«O;1;;$0.00;;;$0.00;
03/09/2025;JOGADOR N«O MEMBRO;TIA LÈIÄA;PROFESSOR;POL÷CIA FEMININA;6;2;N«O;4;;$0.00;;;$0.00;
04/09/2025;PROFESSOR;FUMACINHA;FANTASMA;APRENDIZ;4;7;N«O;3;;$0.00;;;$0.00;
04/09/2025;VOV‚;FUMACINHA;FANTASMA;APRENDIZ;4;6;N«O;2;;$0.00;;;$0.00;
04/09/2025;PROFESSOR;FUMACINHA;FANTASMA;APRENDIZ;6;5;N«O;1;;$0.00;;;$0.00;
04/09/2025;PROFESSOR;FUMACINHA;FANTASMA;VOV‚;3;6;N«O;3;;$0.00;;;$0.00;
04/09/2025;FRODO COGUMELO;JOGADOR N«O MEMBRO;MESTRE;TIA LÈIÄA;6;5;N«O;1;;$0.00;;;$0.00;
04/09/2025;MESTRE;TIA LÈIÄA;FRODO COGUMELO;POL÷CIA FEMININA;8;3;N«O;5;;$0.00;;;$0.00;
04/09/2025;VOV‚;FANTASMA;CARCAMANO;APRENDIZ;8;2;N«O;6;;$0.00;;;$0.00;
04/09/2025;PROFESSOR;FUMACINHA;JORNALISTA;JAPON“S;1;8;N«O;7;;$0.00;;;$0.00;
04/09/2025;JORNALISTA;JAPON“S;PROFESSOR;MOLINHO;1;6;N«O;5;;$0.00;;;$0.00;
04/09/2025;VOV‚;FANTASMA;CARCAMANO;APRENDIZ;5;6;N«O;1;;$0.00;;;$0.00;
04/09/2025;MESTRE;TIA LÈIÄA;FRODO COGUMELO;POL÷CIA FEMININA;8;5;N«O;3;;$0.00;;;$0.00;
04/09/2025;FUMACINHA;JAPON“S;PROFESSOR;MOLINHO;2;6;N«O;4;;$0.00;;;$0.00;
04/09/2025;SEM PRESSA;FANTASMA;CARCAMANO;APRENDIZ;2;6;N«O;4;;$0.00;;;$0.00;
04/09/2025;FUMACINHA;JAPON“S;PROFESSOR;MOLINHO;4;6;N«O;2;;$0.00;;;$0.00;
04/09/2025;FRODO COGUMELO;POL÷CIA FEMININA;MESTRE;TIA LÈIÄA;6;5;N«O;1;;$0.00;;;$0.00;
04/09/2025;CARCAMANO;APRENDIZ;PROFESSOR;MOLINHO;6;3;N«O;3;;$0.00;;;$0.00;
04/09/2025;JAPON“S;TIA LÈIÄA;FRODO COGUMELO;POL÷CIA FEMININA;6;2;N«O;4;;$0.00;;;$0.00;
05/09/2025;PROFESSOR;APRENDIZ;CARCAMANO;TIA LÈIÄA;6;2;N«O;4;;$0.00;;;$0.00;
05/09/2025;PROFESSOR;APRENDIZ;CARCAMANO;SEM PRESSA;6;1;N«O;5;;$0.00;;;$0.00;
05/09/2025;PROFESSOR;APRENDIZ;TIA LÈIÄA;FANTASMA;6;2;N«O;4;;$0.00;;;$0.00;
05/09/2025;PROFESSOR;APRENDIZ;POL÷CIA FEMININA;CARCAMANO;9;4;N«O;5;;$0.00;;;$0.00;
05/09/2025;PROFESSOR;APRENDIZ;POL÷CIA FEMININA;CARCAMANO;2;6;N«O;4;;$0.00;;;$0.00;
05/09/2025;SEM PRESSA;JOGADOR N«O MEMBRO;FANTASMA;TIA LÈIÄA;6;2;N«O;4;;$0.00;;;$0.00;
08/09/2025;CARCAMANO;PROFESSOR;JORNALISTA;JAPON“S;6;1;N«O;5;;$0.00;;;$0.00;
08/09/2025;CARCAMANO;PROFESSOR;POL÷CIA FEMININA;TIA LÈIÄA;7;4;N«O;3;;$0.00;;;$0.00;
08/09/2025;CARCAMANO;PROFESSOR;MESTRE;JAPON“S;6;3;N«O;3;;$0.00;;;$0.00;
08/09/2025;PROFESSOR;MESTRE;POL÷CIA FEMININA;JAPON“S;7;3;N«O;4;;$0.00;;;$0.00;
08/09/2025;CARCAMANO;TIA LÈIÄA;JAPON“S;MESTRE;6;1;N«O;5;;$0.00;;;$0.00;
08/09/2025;PROFESSOR;MESTRE;CARCAMANO;TIA LÈIÄA;1;6;N«O;5;;$0.00;;;$0.00;
08/09/2025;CARCAMANO;TIA LÈIÄA;JAPON“S;MESTRE;6;3;N«O;3;;$0.00;;;$0.00;
09/09/2025;JORNALISTA;JOGADOR N«O MEMBRO;PROFESSOR;FUMACINHA;1;6;N«O;5;;$0.00;;;$0.00;
09/09/2025;PROFESSOR;FUMACINHA;JORNALISTA;TATU BOLA;7;3;N«O;4;;$0.00;;;$0.00;
09/09/2025;PROFESSOR;FUMACINHA;JOGADOR N«O MEMBRO;TATU BOLA;8;4;N«O;4;;$0.00;;;$0.00;
09/09/2025;JOGADOR N«O MEMBRO;TATU BOLA;PROFESSOR;FUMACINHA;6;5;N«O;1;;$0.00;;;$0.00;
09/09/2025;PROFESSOR;TATU BOLA;MOLINHO;APRENDIZ;6;1;N«O;5;;$0.00;;;$0.00;
09/09/2025;FUMACINHA;JOGADOR N«O MEMBRO;TIA LÈIÄA;POL÷CIA FEMININA;7;3;N«O;4;;$0.00;;;$0.00;
09/09/2025;PROFESSOR;TATU BOLA;MOLINHO;APRENDIZ;6;4;N«O;2;;$0.00;;;$0.00;
09/09/2025;FUMACINHA;JOGADOR N«O MEMBRO;POL÷CIA FEMININA;TIA LÈIÄA;5;6;N«O;1;;$0.00;;;$0.00;
09/09/2025;PROFESSOR;TATU BOLA;MOLINHO;APRENDIZ;5;6;N«O;1;;$0.00;;;$0.00;
09/09/2025;MOLINHO;APRENDIZ;PROFESSOR;TATU BOLA;1;6;N«O;5;;$0.00;;;$0.00;
09/09/2025;FUMACINHA;JOGADOR N«O MEMBRO;POL÷CIA FEMININA;TIA LÈIÄA;5;6;N«O;1;;$0.00;;;$0.00;
09/09/2025;PROFESSOR;TATU BOLA;MOLINHO;APRENDIZ;6;4;N«O;2;;$0.00;;;$0.00;
10/09/2025;CARCAMANO;PROFESSOR;FUMACINHA;JAPON“S;1;6;N«O;5;;$0.00;;;$0.00;
10/09/2025;VOV‚;TATU BOLA;JORNALISTA;POL÷CIA FEMININA;6;2;N«O;4;;$0.00;;;$0.00;
10/09/2025;CARCAMANO;PROFESSOR;FUMACINHA;JAPON“S;1;7;N«O;6;;$0.00;;;$0.00;
10/09/2025;VOV‚;TATU BOLA;JORNALISTA;POL÷CIA FEMININA;6;1;N«O;5;;$0.00;;;$0.00;
10/09/2025;VOV‚;TATU BOLA;CARCAMANO;POL÷CIA FEMININA;2;6;N«O;4;;$0.00;;;$0.00;
10/09/2025;TIA LÈIÄA;PROFESSOR;FUMACINHA;JAPON“S;4;8;N«O;4;;$0.00;;;$0.00;
10/09/2025;TIA LÈIÄA;PROFESSOR;FUMACINHA;JAPON“S;3;6;N«O;3;;$0.00;;;$0.00;
10/09/2025;CARCAMANO;TATU BOLA;FUMACINHA;JAPON“S;2;6;N«O;4;;$0.00;;;$0.00;
10/09/2025;CARCAMANO;TATU BOLA;FUMACINHA;JAPON“S;2;6;N«O;4;;$0.00;;;$0.00;
10/09/2025;CARCAMANO;TATU BOLA;FUMACINHA;JAPON“S;3;6;N«O;3;;$0.00;;;$0.00;
10/09/2025;CARCAMANO;TATU BOLA;FUMACINHA;JAPON“S;3;6;N«O;3;;$0.00;;;$0.00;
11/09/2025;CARCAMANO;APRENDIZ;JAPON“S;VOV‚;6;3;N«O;3;;$0.00;;;$0.00;
11/09/2025;CARCAMANO;APRENDIZ;JORNALISTA;PROFESSOR;6;1;N«O;5;;$0.00;;;$0.00;
11/09/2025;CARCAMANO;APRENDIZ;JORNALISTA;PROFESSOR;4;6;N«O;2;;$0.00;;;$0.00;
11/09/2025;JORNALISTA;PROFESSOR;VOV‚;FRODO COGUMELO;4;6;N«O;2;;$0.00;;;$0.00;
11/09/2025;MESTRE;TIA LÈIÄA;MOLINHO;APRENDIZ;6;3;N«O;3;;$0.00;;;$0.00;
11/09/2025;PROFESSOR;FRODO COGUMELO;CARCAMANO;JAPON“S;6;2;N«O;4;;$0.00;;;$0.00;
11/09/2025;MESTRE;TIA LÈIÄA;POL÷CIA FEMININA;JAPON“S;7;1;N«O;6;;$0.00;;;$0.00;
11/09/2025;MESTRE;TIA LÈIÄA;MOLINHO;APRENDIZ;6;4;N«O;2;;$0.00;;;$0.00;
08/09/2025;CARCAMANO;TIA LÈIÄA;MESTRE;JAPON“S;2;6;N«O;4;;$0.00;;;$0.00;
11/09/2025;PROFESSOR;FRODO COGUMELO;CARCAMANO;JAPON“S;6;2;N«O;4;;$0.00;;;$0.00;
11/09/2025;MESTRE;TIA LÈIÄA;CARCAMANO;JAPON“S;6;1;N«O;5;;$0.00;;;$0.00;
11/09/2025;MOLINHO;JAPON“S;TIA LÈIÄA;MESTRE;6;3;N«O;3;;$0.00;;;$0.00;
11/09/2025;CARCAMANO;JAPON“S;MESTRE;TIA LÈIÄA;9;1;N«O;8;;$0.00;;;$0.00;
15/09/2025;JORNALISTA;TATU BOLA;CARCAMANO;JAPON“S;4;7;N«O;3;;$0.00;;;$0.00;
15/09/2025;PROFESSOR;TATU BOLA;CARCAMANO;JAPON“S;7;1;N«O;6;;$0.00;;;$0.00;
15/09/2025;PROFESSOR;MOLINHO;TATU BOLA;MESTRE;2;7;N«O;5;;$0.00;;;$0.00;
15/09/2025;CARCAMANO;JAPON“S;FRODO COGUMELO;TIA LÈIÄA;1;6;N«O;5;;$0.00;;;$0.00;
15/09/2025;TATU BOLA;MESTRE;PROFESSOR;MOLINHO;5;6;N«O;1;;$0.00;;;$0.00;
15/09/2025;CARCAMANO;JAPON“S;FRODO COGUMELO;TIA LÈIÄA;6;4;N«O;2;;$0.00;;;$0.00;
15/09/2025;PROFESSOR;MOLINHO;TATU BOLA;MESTRE;5;6;N«O;1;;$0.00;;;$0.00;
15/09/2025;CARCAMANO;JAPON“S;FRODO COGUMELO;TIA LÈIÄA;1;6;N«O;5;;$0.00;;;$0.00;
15/09/2025;TATU BOLA;MESTRE;PROFESSOR;MOLINHO;6;4;N«O;2;;$0.00;;;$0.00;
15/09/2025;CARCAMANO;JAPON“S;FRODO COGUMELO;TIA LÈIÄA;6;2;N«O;4;;$0.00;;;$0.00;
16/09/2025;PROFESSOR;TATU BOLA;JORNALISTA;CARCAMANO;6;4;N«O;2;;$0.00;;;$0.00;
16/09/2025;JORNALISTA;APRENDIZ;PROFESSOR;TATU BOLA;7;4;N«O;3;;$0.00;;;$0.00;
16/09/2025;JORNALISTA;APRENDIZ;CARCAMANO;MOLINHO;3;7;N«O;4;;$0.00;;;$0.00;
16/09/2025;PROFESSOR;TATU BOLA;CARCAMANO;MOLINHO;7;3;N«O;4;;$0.00;;;$0.00;
16/09/2025;PROFESSOR;TATU BOLA;CARCAMANO;APRENDIZ;4;6;N«O;2;;$0.00;;;$0.00;
16/09/2025;MOLINHO;TATU BOLA;CARCAMANO;APRENDIZ;6;1;N«O;5;;$0.00;;;$0.00;
16/09/2025;MOLINHO;TATU BOLA;PROFESSOR;APRENDIZ;4;6;N«O;2;;$0.00;;;$0.00;
16/09/2025;FRODO COGUMELO;MESTRE;TIA LÈIÄA;POL÷CIA FEMININA;7;2;N«O;5;;$0.00;;;$0.00;
16/09/2025;MESTRE;FRODO COGUMELO;TIA LÈIÄA;PROFESSOR;8;3;N«O;5;;$0.00;;;$0.00;
16/09/2025;PROFESSOR;TATU BOLA;FRODO COGUMELO;MESTRE;2;6;N«O;4;;$0.00;;;$0.00;
16/09/2025;TATU BOLA;TIA LÈIÄA;FRODO COGUMELO;MESTRE;6;1;N«O;5;;$0.00;;;$0.00;
17/09/2025;CARCAMANO;JAPON“S;JORNALISTA;TIA LÈIÄA;3;7;N«O;4;;$0.00;;;$0.00;
17/09/2025;VOV‚;CARCAMANO;JORNALISTA;TIA LÈIÄA;2;7;N«O;5;;$0.00;;;$0.00;
17/09/2025;JORNALISTA;TIA LÈIÄA;JAPON“S;JOGADOR N«O MEMBRO;6;3;N«O;3;;$0.00;;;$0.00;
17/09/2025;JORNALISTA;TIA LÈIÄA;VOV‚;CARCAMANO;1;6;N«O;5;;$0.00;;;$0.00;
17/09/2025;VOV‚;CARCAMANO;JAPON“S;TIA LÈIÄA;6;3;N«O;3;;$0.00;;;$0.00;
18/09/2025;PROFESSOR;APRENDIZ;VOV‚;JORNALISTA;2;7;N«O;5;;$0.00;;;$0.00;
18/09/2025;PROFESSOR;APRENDIZ;VOV‚;JORNALISTA;6;3;N«O;3;;$0.00;;;$0.00;
18/09/2025;POL÷CIA FEMININA;VOV‚;FRODO COGUMELO;TIA LÈIÄA;6;1;N«O;5;;$0.00;;;$0.00;
18/09/2025;PROFESSOR;APRENDIZ;VOV‚;JORNALISTA;6;5;N«O;1;;$0.00;;;$0.00;
18/09/2025;PROFESSOR;APRENDIZ;FRODO COGUMELO;TIA LÈIÄA;6;5;N«O;1;;$0.00;;;$0.00;
18/09/2025;MOLINHO;MESTRE;SEM PRESSA;JAPON“S;7;2;N«O;5;;$0.00;;;$0.00;
18/09/2025;PROFESSOR;APRENDIZ;FRODO COGUMELO;POL÷CIA FEMININA;6;4;N«O;2;;$0.00;;;$0.00;
18/09/2025;PROFESSOR;APRENDIZ;FRODO COGUMELO;POL÷CIA FEMININA;6;1;N«O;5;;$0.00;;;$0.00;
18/09/2025;MOLINHO;MESTRE;JAPON“S;TIA LÈIÄA;6;5;N«O;1;;$0.00;;;$0.00;
19/09/2025;POL÷CIA FEMININA;TIA LÈIÄA;PROFESSOR;APRENDIZ;8;4;N«O;4;;$0.00;;;$0.00;
19/09/2025;FRODO COGUMELO;JOGADOR N«O MEMBRO;POL÷CIA FEMININA;TIA LÈIÄA;9;3;N«O;6;;$0.00;;;$0.00;
19/09/2025;PROFESSOR;JAPON“S;FANTASMA;APRENDIZ;7;3;N«O;4;;$0.00;;;$0.00;
19/09/2025;PROFESSOR;JAPON“S;POL÷CIA FEMININA;TIA LÈIÄA;6;3;N«O;3;;$0.00;;;$0.00;
19/09/2025;FRODO COGUMELO;JAPON“S;POL÷CIA FEMININA;TIA LÈIÄA;7;2;N«O;5;;$0.00;;;$0.00;
23/09/2025;JORNALISTA;TIA LÈIÄA;CARCAMANO;POL÷CIA FEMININA;5;6;N«O;1;;$0.00;;;$0.00;
23/09/2025;JORNALISTA;TIA LÈIÄA;CARCAMANO;POL÷CIA FEMININA;6;1;N«O;5;;$0.00;;;$0.00;
23/09/2025;JORNALISTA;TIA LÈIÄA;CARCAMANO;POL÷CIA FEMININA;6;5;N«O;1;;$0.00;;;$0.00;
23/09/2025;JOGADOR N«O MEMBRO;PROFESSOR;TATU BOLA;APRENDIZ;7;5;N«O;2;;$0.00;;;$0.00;
23/09/2025;JORNALISTA;TIA LÈIÄA;CARCAMANO;POL÷CIA FEMININA;2;6;N«O;4;;$0.00;;;$0.00;
23/09/2025;JOGADOR N«O MEMBRO;PROFESSOR;TATU BOLA;APRENDIZ;3;7;N«O;4;;$0.00;;;$0.00;
23/09/2025;TATU BOLA;APRENDIZ;PROFESSOR;TIA LÈIÄA;1;6;N«O;5;;$0.00;;;$0.00;
23/09/2025;CARCAMANO;POL÷CIA FEMININA;MOLINHO;FANTASMA;5;7;N«O;2;;$0.00;;;$0.00;
23/09/2025;TATU BOLA;APRENDIZ;PROFESSOR;TIA LÈIÄA;2;8;N«O;6;;$0.00;;;$0.00;
23/09/2025;CARCAMANO;POL÷CIA FEMININA;MOLINHO;FANTASMA;4;7;N«O;3;;$0.00;;;$0.00;
23/09/2025;FRODO COGUMELO;TATU BOLA;PROFESSOR;TIA LÈIÄA;2;6;N«O;4;;$0.00;;;$0.00;
23/09/2025;PROFESSOR;TIA LÈIÄA;POL÷CIA FEMININA;CARCAMANO;1;6;N«O;5;;$0.00;;;$0.00;
23/09/2025;JORNALISTA;TIA LÈIÄA;CARCAMANO;POL÷CIA FEMININA;6;2;N«O;4;;$0.00;;;$0.00;
23/09/2025;CARCAMANO;TATU BOLA;FRODO COGUMELO;MOLINHO;3;6;N«O;3;;$0.00;;;$0.00;
24/09/2025;CARCAMANO;TIA LÈIÄA;PROFESSOR;JOGADOR N«O MEMBRO;7;2;N«O;5;;$0.00;;;$0.00;
24/09/2025;JORNALISTA;JOGADOR N«O MEMBRO;CARCAMANO;TIA LÈIÄA;6;2;N«O;4;;$0.00;;;$0.00;
24/09/2025;JORNALISTA;JOGADOR N«O MEMBRO;PROFESSOR;SEM PRESSA;4;6;N«O;2;;$0.00;;;$0.00;
24/09/2025;FRODO COGUMELO;TATU BOLA;CARCAMANO;TIA LÈIÄA;3;6;N«O;3;;$0.00;;;$0.00;
24/09/2025;JORNALISTA;JOGADOR N«O MEMBRO;PROFESSOR;SEM PRESSA;6;4;N«O;2;;$0.00;;;$0.00;
24/09/2025;CARCAMANO;TIA LÈIÄA;FRODO COGUMELO;TATU BOLA;3;6;N«O;3;;$0.00;;;$0.00;
24/09/2025;JORNALISTA;JOGADOR N«O MEMBRO;PROFESSOR;SEM PRESSA;4;7;N«O;3;;$0.00;;;$0.00;
24/09/2025;FRODO COGUMELO;TATU BOLA;CARCAMANO;TIA LÈIÄA;1;6;N«O;5;;$0.00;;;$0.00;
24/09/2025;CARCAMANO;TIA LÈIÄA;FRODO COGUMELO;SEM PRESSA;5;6;N«O;1;;$0.00;;;$0.00;
24/09/2025;CARCAMANO;TATU BOLA;FRODO COGUMELO;SEM PRESSA;3;6;N«O;3;;$0.00;;;$0.00;
24/09/2025;CARCAMANO;TIA LÈIÄA;FRODO COGUMELO;SEM PRESSA;6;1;N«O;5;;$0.00;;;$0.00;
24/09/2025;TATU BOLA;TIA LÈIÄA;FRODO COGUMELO;SEM PRESSA;3;6;N«O;3;;$0.00;;;$0.00;
24/09/2025;SEM PRESSA;FRODO COGUMELO;TATU BOLA;TIA LÈIÄA;6;4;N«O;2;;$0.00;;;$0.00;
25/09/2025;VOV‚;JORNALISTA;PROFESSOR;JOGADOR N«O MEMBRO;4;7;N«O;3;;$0.00;;;$0.00;
25/09/2025;POL÷CIA FEMININA;TIA LÈIÄA;FANTASMA;MESTRE;6;1;N«O;5;;$0.00;;;$0.00;
25/09/2025;VOV‚;JORNALISTA;PROFESSOR;JOGADOR N«O MEMBRO;4;8;N«O;4;;$0.00;;;$0.00;
25/09/2025;FANTASMA;VOV‚;PROFESSOR;JOGADOR N«O MEMBRO;6;5;N«O;1;;$0.00;;;$0.00;
25/09/2025;POL÷CIA FEMININA;TIA LÈIÄA;FRODO COGUMELO;MOLINHO;6;2;N«O;4;;$0.00;;;$0.00;
25/09/2025;FANTASMA;VOV‚;PROFESSOR;MOLINHO;6;2;N«O;4;;$0.00;;;$0.00;
25/09/2025;MESTRE;FRODO COGUMELO;TIA LÈIÄA;POL÷CIA FEMININA;6;5;N«O;1;;$0.00;;;$0.00;
25/09/2025;FRODO COGUMELO;MESTRE;PROFESSOR;TIA LÈIÄA;6;1;N«O;5;;$0.00;;;$0.00;
25/09/2025;FRODO COGUMELO;MESTRE;PROFESSOR;TIA LÈIÄA;6;2;N«O;4;;$0.00;;;$0.00;
25/09/2025;MESTRE;FRODO COGUMELO;JOGADOR N«O MEMBRO;TIA LÈIÄA;7;1;N«O;6;;$0.00;;;$0.00;
26/09/2025;MOLINHO;TATU BOLA;JAPON“S;APRENDIZ;1;6;N«O;5;;$0.00;;;$0.00;
26/09/2025;JORNALISTA;TATU BOLA;POL÷CIA FEMININA;MESTRE;3;6;N«O;3;;$0.00;;;$0.00;
26/09/2025;JORNALISTA;TATU BOLA;POL÷CIA FEMININA;MESTRE;4;8;N«O;4;;$0.00;;;$0.00;
26/09/2025;MOLINHO;JAPON“S;POL÷CIA FEMININA;MESTRE;4;6;N«O;2;;$0.00;;;$0.00;
29/09/2025;JORNALISTA;CARCAMANO;TIA LÈIÄA;JOGADOR N«O MEMBRO;3;6;N«O;3;;$0.00;;;$0.00;
29/09/2025;JOGADOR N«O MEMBRO;TIA LÈIÄA;JORNALISTA;CARCAMANO;6;5;N«O;1;;$0.00;;;$0.00;
29/09/2025;JORNALISTA;CARCAMANO;TIA LÈIÄA;JOGADOR N«O MEMBRO;5;7;N«O;2;;$0.00;;;$0.00;
29/09/2025;JOGADOR N«O MEMBRO;TIA LÈIÄA;TATU BOLA;MESTRE;6;1;N«O;5;;$0.00;;;$0.00;
29/09/2025;MOLINHO;TATU BOLA;FRODO COGUMELO;MESTRE;2;6;N«O;4;;$0.00;;;$0.00;
29/09/2025;CARCAMANO;PROFESSOR;FRODO COGUMELO;MESTRE;6;3;N«O;3;;$0.00;;;$0.00;
29/09/2025;CARCAMANO;PROFESSOR;MOLINHO;TIA LÈIÄA;2;6;N«O;4;;$0.00;;;$0.00;
29/09/2025;TATU BOLA;MESTRE;MOLINHO;TIA LÈIÄA;1;6;N«O;5;;$0.00;;;$0.00;
30/09/2025;JORNALISTA;PROFESSOR;JOGADOR N«O MEMBRO;SEM PRESSA;7;3;N«O;4;;$0.00;;;$0.00;
30/09/2025;TIA LÈIÄA;PROFESSOR;JOGADOR N«O MEMBRO;SEM PRESSA;1;6;N«O;5;;$0.00;;;$0.00;
30/09/2025;TIA LÈIÄA;PROFESSOR;JOGADOR N«O MEMBRO;SEM PRESSA;8;1;N«O;7;;$0.00;;;$0.00;
30/09/2025;PROFESSOR;TIA LÈIÄA;FRODO COGUMELO;POL÷CIA FEMININA;2;6;N«O;4;;$0.00;;;$0.00;
30/09/2025;JOGADOR N«O MEMBRO;TATU BOLA;FRODO COGUMELO;POL÷CIA FEMININA;3;7;N«O;4;;$0.00;;;$0.00;
30/09/2025;PROFESSOR;JOGADOR N«O MEMBRO;MOLINHO;TIA LÈIÄA;8;5;N«O;3;;$0.00;;;$0.00;
30/09/2025;JOGADOR N«O MEMBRO;TATU BOLA;FRODO COGUMELO;POL÷CIA FEMININA;6;5;N«O;1;;$0.00;;;$0.00;
30/09/2025;PROFESSOR;JOGADOR N«O MEMBRO;MOLINHO;TIA LÈIÄA;7;4;N«O;3;;$0.00;;;$0.00;
29/09/2025;JORNALISTA;CARCAMANO;PROFESSOR;TIA LÈIÄA;6;5;N«O;1;;$0.00;;;$0.00;
01/10/2025;JORNALISTA;JOGADOR N«O MEMBRO;VOV‚;FRODO COGUMELO;2;6;N«O;4;;$0.00;;;$0.00;
01/10/2025;JORNALISTA;JOGADOR N«O MEMBRO;JAPON“S;POL÷CIA FEMININA;2;8;N«O;6;;$0.00;;;$0.00;
01/10/2025;JORNALISTA;JOGADOR N«O MEMBRO;POL÷CIA FEMININA;JAPON“S;4;6;N«O;2;;$0.00;;;$0.00;
01/10/2025;JORNALISTA;JOGADOR N«O MEMBRO;POL÷CIA FEMININA;JAPON“S;8;4;N«O;4;;$0.00;;;$0.00;
02/10/2025;JOGADOR N«O MEMBRO;SEM PRESSA;JORNALISTA;POL÷CIA FEMININA;8;1;N«O;7;;$0.00;;;$0.00;
02/10/2025;SEM PRESSA;JOGADOR N«O MEMBRO;JORNALISTA;POL÷CIA FEMININA;2;6;N«O;4;;$0.00;;;$0.00;
02/10/2025;JORNALISTA;POL÷CIA FEMININA;SEM PRESSA;JOGADOR N«O MEMBRO;2;6;N«O;4;;$0.00;;;$0.00;
02/10/2025;SEM PRESSA;JOGADOR N«O MEMBRO;FRODO COGUMELO;CARCAMANO;6;5;N«O;1;;$0.00;;;$0.00;
02/10/2025;MESTRE;MOLINHO;JOGADOR N«O MEMBRO;SEM PRESSA;6;4;N«O;2;;$0.00;;;$0.00;
02/10/2025;MOLINHO;MESTRE;JOGADOR N«O MEMBRO;SEM PRESSA;6;4;N«O;2;;$0.00;;;$0.00;
02/10/2025;MOLINHO;MESTRE;JOGADOR N«O MEMBRO;SEM PRESSA;6;3;N«O;3;;$0.00;;;$0.00;
