DATA;JOGADOR 1;JOGADOR 2;JOGADOR 3;JOGADOR 4;PLACAR DUPLA 1;PLACAR DUPLA 2;BUCHUDA DE Rê?;PONTUAR;PAGADOR1;DEB PAG1;COMP PG1;PAGADOR2;DEB PAG2;COMP PG2
02/10/2023;CARCAMANO;JAPON“S;LITR«O;PROFESSOR;1;6;N«O;5;;0;;;0;
02/10/2023;MESTRE;TIA LÈIÄA;CARCAMANO;MOLINHO;5;6;N«O;1;;0;;;0;
03/10/2023;CARCAMANO;FANTASMA;PROFESSOR;TATU BOLA;4;6;N«O;2;;0;;;0;
03/10/2023;PROFESSOR;TATU BOLA;JAPON“S;TIA LÈIÄA;6;2;N«O;4;;0;;;0;
03/10/2023;JORNALISTA;JOGADOR N«O MEMBRO;PROFESSOR;TATU BOLA;6;1;N«O;5;;0;;;0;
03/10/2023;PROFESSOR;TATU BOLA;CARCAMANO;FANTASMA;6;2;N«O;4;;0;;;0;
03/10/2023;PROFESSOR;TATU BOLA;JORNALISTA;JOGADOR N«O MEMBRO;6;3;N«O;3;;0;;;0;
03/10/2023;PROFESSOR;TATU BOLA;MOLINHO;TIA LÈIÄA;6;2;N«O;4;;0;;;0;
04/10/2023;JOGADOR N«O MEMBRO;LITR«O;CARCAMANO;JAPON“S;5;7;N«O;2;;0;;;0;
04/10/2023;CARCAMANO;LITR«O;MESTRE;TIA LÈIÄA;6;2;N«O;4;;0;;;0;
04/10/2023;PROFESSOR;TATU BOLA;CARCAMANO;MOLINHO;8;2;N«O;6;;0;;;0;
04/10/2023;CARCAMANO;LITR«O;MESTRE;TIA LÈIÄA;1;6;N«O;5;;0;;;0;
04/10/2023;JOGADOR N«O MEMBRO;JOGADOR N«O MEMBRO;PROFESSOR;FANTASMA;2;7;N«O;5;;0;;;0;
04/10/2023;JOGADOR N«O MEMBRO;JOGADOR N«O MEMBRO;CARCAMANO;JAPON“S;6;2;N«O;4;;0;;;0;
04/10/2023;CARCAMANO;JAPON“S;MESTRE;TIA LÈIÄA;1;6;N«O;5;;0;;;0;
04/10/2023;VOV‚;TATU BOLA;MESTRE;TIA LÈIÄA;1;6;N«O;5;;0;;;0;
04/10/2023;PROFESSOR;FANTASMA;MESTRE;TIA LÈIÄA;4;6;N«O;2;;0;;;0;
04/10/2023;PROFESSOR;FANTASMA;MESTRE;TIA LÈIÄA;4;6;N«O;2;;0;;;0;
05/10/2023;VOV‚;PROFESSOR;CARCAMANO;TATU BOLA;2;6;N«O;4;;0;;;0;
05/10/2023;JORNALISTA;JAPON“S;MESTRE;TIA LÈIÄA;6;2;N«O;4;;0;;;0;
05/10/2023;÷NDIO;FANTASMA;MESTRE;TIA LÈIÄA;2;6;N«O;4;;0;;;0;
05/10/2023;VOV‚;PROFESSOR;CARCAMANO;TATU BOLA;6;2;N«O;4;;0;;;0;
05/10/2023;JOGADOR N«O MEMBRO;TATU BOLA;PROFESSOR;MOLINHO;2;6;N«O;4;;0;;;0;
05/10/2023;CARCAMANO;TATU BOLA;PROFESSOR;MOLINHO;5;6;N«O;1;;0;;;0;
05/10/2023;LITR«O;JAPON“S;MESTRE;TIA LÈIÄA;1;6;N«O;5;;0;;;0;
05/10/2023;VOV‚;PROFESSOR;JORNALISTA;JAPON“S;6;3;N«O;3;;0;;;0;
06/10/2023;CARCAMANO;MESTRE;MOLINHO;FANTASMA;6;5;N«O;1;;0;;;0;
06/10/2023;JAPON“S;TIA LÈIÄA;÷NDIO;LITR«O;6;4;N«O;2;;0;;;0;
06/10/2023;PROFESSOR;MOLINHO;CARCAMANO;MESTRE;7;4;N«O;3;;0;;;0;
06/10/2023;PROFESSOR;TATU BOLA;JAPON“S;TIA LÈIÄA;2;6;N«O;4;;0;;;0;
06/10/2023;CARCAMANO;MESTRE;PROFESSOR;MOLINHO;6;2;N«O;4;;0;;;0;
06/10/2023;JAPON“S;TIA LÈIÄA;LITR«O;TATU BOLA;7;2;N«O;5;;0;;;0;
06/10/2023;JAPON“S;TIA LÈIÄA;LITR«O;FANTASMA;6;3;N«O;3;;0;;;0;
06/10/2023;CARCAMANO;MESTRE;PROFESSOR;TATU BOLA;5;6;N«O;1;;0;;;0;
06/10/2023;JAPON“S;TIA LÈIÄA;LITR«O;TATU BOLA;6;3;N«O;3;;0;;;0;
06/10/2023;PROFESSOR;TATU BOLA;CARCAMANO;MESTRE;6;4;N«O;2;;0;;;0;
09/10/2023;JORNALISTA;PROFESSOR;JOGADOR N«O MEMBRO;MESTRE;3;6;N«O;3;;0;;;0;
09/10/2023;CARCAMANO;LITR«O;MOLINHO;TIA LÈIÄA;4;6;N«O;2;;0;;;0;
09/10/2023;CARCAMANO;TATU BOLA;LITR«O;TIA LÈIÄA;5;6;N«O;1;;0;;;0;
09/10/2023;JORNALISTA;PROFESSOR;LITR«O;MESTRE;6;5;N«O;1;;0;;;0;
09/10/2023;JOGADOR N«O MEMBRO;÷NDIO;MOLINHO;TIA LÈIÄA;3;6;N«O;3;;0;;;0;
09/10/2023;CARCAMANO;LITR«O;MESTRE;TIA LÈIÄA;6;2;N«O;4;;0;;;0;
09/10/2023;CARCAMANO;LITR«O;÷NDIO;FANTASMA;3;7;N«O;4;;0;;;0;
09/10/2023;MOLINHO;TIA LÈIÄA;CARCAMANO;TATU BOLA;4;6;N«O;2;;0;;;0;
09/10/2023;TATU BOLA;MESTRE;JORNALISTA;PROFESSOR;3;6;N«O;3;;0;;;0;
09/10/2023;JORNALISTA;PROFESSOR;CARCAMANO;TATU BOLA;7;1;N«O;6;;0;;;0;
09/10/2023;JORNALISTA;PROFESSOR;MOLINHO;TIA LÈIÄA;3;6;N«O;3;;0;;;0;
09/10/2023;JORNALISTA;PROFESSOR;JOGADOR N«O MEMBRO;MESTRE;6;5;N«O;1;;0;;;0;
10/10/2023;CARCAMANO;PROFESSOR;MOLINHO;JAPON“S;6;1;N«O;5;;0;;;0;
10/10/2023;PROFESSOR;TATU BOLA;÷NDIO;LITR«O;3;6;N«O;3;;0;;;0;
10/10/2023;VOV‚;CARCAMANO;JAPON“S;MOLINHO;7;3;N«O;4;;0;;;0;
10/10/2023;CARCAMANO;PROFESSOR;MOLINHO;JAPON“S;3;6;N«O;3;;0;;;0;
10/10/2023;VOV‚;CARCAMANO;÷NDIO;LITR«O;3;6;N«O;3;;0;;;0;
10/10/2023;PROFESSOR;TATU BOLA;÷NDIO;LITR«O;6;2;N«O;4;;0;;;0;
10/10/2023;PROFESSOR;TATU BOLA;÷NDIO;LITR«O;7;1;N«O;6;;0;;;0;
10/10/2023;CARCAMANO;PROFESSOR;LITR«O;TATU BOLA;2;7;N«O;5;;0;;;0;
10/10/2023;PROFESSOR;TATU BOLA;÷NDIO;LITR«O;1;8;N«O;7;;0;;;0;
10/10/2023;VOV‚;CARCAMANO;MOLINHO;JAPON“S;3;6;N«O;3;;0;;;0;
11/10/2023;CARCAMANO;PROFESSOR;÷NDIO;LITR«O;6;2;N«O;4;;0;;;0;
11/10/2023;CARCAMANO;PROFESSOR;VOV‚;MOLINHO;6;3;N«O;3;;0;;;0;
11/10/2023;LITR«O;TATU BOLA;JAPON“S;MESTRE;3;6;N«O;3;;0;;;0;
11/10/2023;CARCAMANO;PROFESSOR;÷NDIO;LITR«O;6;4;N«O;2;;0;;;0;
11/10/2023;FANTASMA;TATU BOLA;JAPON“S;MESTRE;4;6;N«O;2;;0;;;0;
11/10/2023;JORNALISTA;FANTASMA;JAPON“S;MESTRE;6;2;N«O;4;;0;;;0;
11/10/2023;JOGADOR N«O MEMBRO;TATU BOLA;JAPON“S;MESTRE;4;6;N«O;2;;0;;;0;
11/10/2023;JOGADOR N«O MEMBRO;TATU BOLA;JAPON“S;MESTRE;1;6;N«O;5;;0;;;0;
11/10/2023;CARCAMANO;PROFESSOR;VOV‚;MOLINHO;2;6;N«O;4;;0;;;0;
11/10/2023;CARCAMANO;PROFESSOR;LITR«O;FANTASMA;6;3;N«O;3;;0;;;0;
11/10/2023;VOV‚;MOLINHO;CARCAMANO;PROFESSOR;1;6;N«O;5;;0;;;0;
11/10/2023;JORNALISTA;FANTASMA;JAPON“S;MESTRE;2;6;N«O;4;;0;;;0;
11/10/2023;CARCAMANO;PROFESSOR;LITR«O;÷NDIO;3;8;N«O;5;;0;;;0;
11/10/2023;CARCAMANO;PROFESSOR;LITR«O;÷NDIO;7;3;N«O;4;;0;;;0;
11/10/2023;CARCAMANO;PROFESSOR;LITR«O;TATU BOLA;4;6;N«O;2;;0;;;0;
11/10/2023;CARCAMANO;PROFESSOR;LITR«O;÷NDIO;6;3;N«O;3;;0;;;0;
16/10/2023;CARCAMANO;PROFESSOR;JAPON“S;MESTRE;6;2;N«O;4;;0;;;0;
16/10/2023;JAPON“S;MESTRE;JORNALISTA;FANTASMA;2;6;N«O;4;;0;;;0;
16/10/2023;CARCAMANO;PROFESSOR;÷NDIO;TATU BOLA;6;5;N«O;1;;0;;;0;
16/10/2023;CARCAMANO;PROFESSOR;JAPON“S;MESTRE;5;6;N«O;1;;0;;;0;
16/10/2023;CARCAMANO;PROFESSOR;LITR«O;TATU BOLA;6;3;N«O;3;;0;;;0;
16/10/2023;CARCAMANO;PROFESSOR;÷NDIO;LITR«O;6;4;N«O;2;;0;;;0;
16/10/2023;JORNALISTA;TATU BOLA;LITR«O;MOLINHO;7;1;N«O;6;;0;;;0;
16/10/2023;CARCAMANO;PROFESSOR;÷NDIO;LITR«O;7;4;N«O;3;;0;;;0;
16/10/2023;CARCAMANO;PROFESSOR;VOV‚;TATU BOLA;3;6;N«O;3;;0;;;0;
16/10/2023;CARCAMANO;PROFESSOR;÷NDIO;LITR«O;6;5;N«O;1;;0;;;0;
16/10/2023;CARCAMANO;PROFESSOR;LITR«O;TATU BOLA;3;8;N«O;5;;0;;;0;
16/10/2023;JAPON“S;MESTRE;JORNALISTA;FANTASMA;6;2;N«O;4;;0;;;0;
16/10/2023;CARCAMANO;PROFESSOR;LITR«O;TATU BOLA;7;3;N«O;4;;0;;;0;
17/10/2023;JAPON“S;TATU BOLA;LITR«O;PROFESSOR;6;5;N«O;1;;0;;;0;
17/10/2023;VOV‚;JOGADOR N«O MEMBRO;CARCAMANO;MESTRE;6;3;N«O;3;;0;;;0;
17/10/2023;CARCAMANO;JAPON“S;LITR«O;PROFESSOR;2;6;N«O;4;;0;;;0;
17/10/2023;JAPON“S;TATU BOLA;LITR«O;PROFESSOR;3;7;N«O;4;;0;;;0;
17/10/2023;LITR«O;PROFESSOR;CARCAMANO;MOLINHO;6;4;N«O;2;;0;;;0;
17/10/2023;LITR«O;PROFESSOR;CARCAMANO;MOLINHO;3;6;N«O;3;;0;;;0;
17/10/2023;JOGADOR N«O MEMBRO;TATU BOLA;JOGADOR N«O MEMBRO;MESTRE;4;6;N«O;2;;0;;;0;
17/10/2023;VOV‚;JOGADOR N«O MEMBRO;JOGADOR N«O MEMBRO;MESTRE;4;6;N«O;2;;0;;;0;
17/10/2023;CARCAMANO;JAPON“S;÷NDIO;LITR«O;6;4;N«O;2;;0;;;0;
18/10/2023;CARCAMANO;PROFESSOR;LITR«O;÷NDIO;7;4;N«O;3;;0;;;0;
18/10/2023;MESTRE;TIA LÈIÄA;FANTASMA;MOLINHO;6;2;N«O;4;;0;;;0;
18/10/2023;CARCAMANO;PROFESSOR;LITR«O;÷NDIO;6;5;N«O;1;;0;;;0;
18/10/2023;MESTRE;TIA LÈIÄA;JAPON“S;FANTASMA;6;5;N«O;1;;0;;;0;
18/10/2023;VOV‚;TATU BOLA;LITR«O;MOLINHO;2;6;N«O;4;;0;;;0;
18/10/2023;MESTRE;TIA LÈIÄA;VOV‚;TATU BOLA;6;3;N«O;3;;0;;;0;
18/10/2023;CARCAMANO;PROFESSOR;LITR«O;MOLINHO;5;6;N«O;1;;0;;;0;
18/10/2023;CARCAMANO;PROFESSOR;VOV‚;TATU BOLA;5;6;N«O;1;;0;;;0;
19/10/2023;CARCAMANO;TATU BOLA;JOGADOR N«O MEMBRO;JAPON“S;6;1;N«O;5;;0;;;0;
19/10/2023;MESTRE;TIA LÈIÄA;LITR«O;MOLINHO;3;6;N«O;3;;0;;;0;
19/10/2023;JOGADOR N«O MEMBRO;JAPON“S;CARCAMANO;TATU BOLA;6;4;N«O;2;;0;;;0;
19/10/2023;MESTRE;TIA LÈIÄA;JOGADOR N«O MEMBRO;JAPON“S;1;6;N«O;5;;0;;;0;
19/10/2023;CARCAMANO;TATU BOLA;LITR«O;MOLINHO;4;6;N«O;2;;0;;;0;
19/10/2023;MESTRE;TIA LÈIÄA;LITR«O;MOLINHO;8;2;N«O;6;;0;;;0;
19/10/2023;CARCAMANO;TATU BOLA;JOGADOR N«O MEMBRO;JAPON“S;6;1;N«O;5;;0;;;0;
19/10/2023;CARCAMANO;TATU BOLA;÷NDIO;LITR«O;6;3;N«O;3;;0;;;0;
19/10/2023;JOGADOR N«O MEMBRO;JAPON“S;CARCAMANO;TATU BOLA;3;6;N«O;3;;0;;;0;
19/10/2023;MESTRE;TIA LÈIÄA;LITR«O;MOLINHO;6;3;N«O;3;;0;;;0;
20/10/2023;÷NDIO;LITR«O;CARCAMANO;JAPON“S;1;6;N«O;5;;0;;;0;
20/10/2023;TATU BOLA;TIA LÈIÄA;CARCAMANO;JAPON“S;3;6;N«O;3;;0;;;0;
20/10/2023;TATU BOLA;TIA LÈIÄA;CARCAMANO;JAPON“S;6;1;N«O;5;;0;;;0;
20/10/2023;MESTRE;TIA LÈIÄA;÷NDIO;LITR«O;7;3;N«O;4;;0;;;0;
20/10/2023;MESTRE;TIA LÈIÄA;CARCAMANO;JAPON“S;2;6;N«O;4;;0;;;0;
20/10/2023;MESTRE;TIA LÈIÄA;CARCAMANO;JAPON“S;7;1;N«O;6;;0;;;0;
20/10/2023;TATU BOLA;TIA LÈIÄA;CARCAMANO;JAPON“S;8;5;N«O;3;;0;;;0;
23/10/2023;JORNALISTA;TATU BOLA;JOGADOR N«O MEMBRO;MOLINHO;7;2;N«O;5;;0;;;0;
23/10/2023;JOGADOR N«O MEMBRO;TATU BOLA;÷NDIO;LITR«O;5;6;N«O;1;;0;;;0;
23/10/2023;CARCAMANO;PROFESSOR;MESTRE;TIA LÈIÄA;6;2;N«O;4;;0;;;0;
23/10/2023;JORNALISTA;CARCAMANO;MESTRE;TIA LÈIÄA;2;7;N«O;5;;0;;;0;
23/10/2023;JORNALISTA;CARCAMANO;MESTRE;TIA LÈIÄA;7;3;N«O;4;;0;;;0;
23/10/2023;JORNALISTA;CARCAMANO;÷NDIO;LITR«O;6;2;N«O;4;;0;;;0;
23/10/2023;JORNALISTA;TATU BOLA;JOGADOR N«O MEMBRO;MOLINHO;4;6;N«O;2;;0;;;0;
23/10/2023;CARCAMANO;PROFESSOR;MESTRE;TIA LÈIÄA;2;9;N«O;7;;0;;;0;
23/10/2023;JOGADOR N«O MEMBRO;TATU BOLA;PROFESSOR;FANTASMA;6;5;N«O;1;;0;;;0;
24/10/2023;TATU BOLA;MESTRE;CARCAMANO;JOGADOR N«O MEMBRO;6;3;N«O;3;;0;;;0;
24/10/2023;MESTRE;TIA LÈIÄA;FANTASMA;TATU BOLA;6;3;N«O;3;;0;;;0;
24/10/2023;JORNALISTA;MOLINHO;CARCAMANO;JOGADOR N«O MEMBRO;5;6;N«O;1;;0;;;0;
24/10/2023;JORNALISTA;MOLINHO;CARCAMANO;PROFESSOR;6;2;N«O;4;;0;;;0;
24/10/2023;MESTRE;TIA LÈIÄA;CARCAMANO;PROFESSOR;6;1;N«O;5;;0;;;0;
25/10/2023;MESTRE;TIA LÈIÄA;CARCAMANO;JOGADOR N«O MEMBRO;4;6;N«O;2;;0;;;0;
25/10/2023;MESTRE;TIA LÈIÄA;CARCAMANO;JOGADOR N«O MEMBRO;1;6;N«O;5;;0;;;0;
25/10/2023;CARCAMANO;TATU BOLA;MOLINHO;JAPON“S;4;6;N«O;2;;0;;;0;
25/10/2023;JOGADOR N«O MEMBRO;TATU BOLA;MOLINHO;JAPON“S;6;2;N«O;4;;0;;;0;
25/10/2023;CARCAMANO;TATU BOLA;÷NDIO;LITR«O;1;6;N«O;5;;0;;;0;
25/10/2023;CARCAMANO;TATU BOLA;÷NDIO;LITR«O;5;6;N«O;1;;0;;;0;
25/10/2023;JOGADOR N«O MEMBRO;TATU BOLA;MOLINHO;JAPON“S;6;1;N«O;5;;0;;;0;
25/10/2023;JOGADOR N«O MEMBRO;TATU BOLA;MOLINHO;JAPON“S;1;8;N«O;7;;0;;;0;
25/10/2023;PROFESSOR;FANTASMA;MESTRE;TIA LÈIÄA;3;6;N«O;3;;0;;;0;
26/10/2023;CARCAMANO;PROFESSOR;÷NDIO;TATU BOLA;6;3;N«O;3;;0;;;0;
26/10/2023;CARCAMANO;TATU BOLA;JOGADOR N«O MEMBRO;FANTASMA;6;1;N«O;5;;0;;;0;
26/10/2023;CARCAMANO;TATU BOLA;JOGADOR N«O MEMBRO;FANTASMA;8;3;N«O;5;;0;;;0;
26/10/2023;JOGADOR N«O MEMBRO;MESTRE;MOLINHO;JAPON“S;6;1;N«O;5;;0;;;0;
27/10/2023;MESTRE;TIA LÈIÄA;CARCAMANO;FANTASMA;6;1;N«O;5;;0;;;0;
27/10/2023;MESTRE;TIA LÈIÄA;CARCAMANO;FANTASMA;7;4;N«O;3;;0;;;0;
27/10/2023;JOGADOR N«O MEMBRO;PROFESSOR;MOLINHO;JAPON“S;2;6;N«O;4;;0;;;0;
27/10/2023;MESTRE;TIA LÈIÄA;CARCAMANO;FANTASMA;6;5;N«O;1;;0;;;0;
27/10/2023;MESTRE;TIA LÈIÄA;CARCAMANO;JOGADOR N«O MEMBRO;3;6;N«O;3;;0;;;0;
27/10/2023;JOGADOR N«O MEMBRO;PROFESSOR;MOLINHO;JAPON“S;5;6;N«O;1;;0;;;0;
27/10/2023;JOGADOR N«O MEMBRO;PROFESSOR;MOLINHO;JAPON“S;5;6;N«O;1;;0;;;0;
27/10/2023;MESTRE;TIA LÈIÄA;CARCAMANO;JOGADOR N«O MEMBRO;6;2;N«O;4;;0;;;0;
30/10/2023;JOGADOR N«O MEMBRO;MOLINHO;CARCAMANO;TIA LÈIÄA;6;5;N«O;1;;0;;;0;
30/10/2023;PROFESSOR;JAPON“S;CARCAMANO;TIA LÈIÄA;6;5;N«O;1;;0;;;0;
30/10/2023;JORNALISTA;FANTASMA;÷NDIO;LITR«O;6;5;N«O;1;;0;;;0;
30/10/2023;CARCAMANO;TIA LÈIÄA;÷NDIO;LITR«O;5;6;N«O;1;;0;;;0;
30/10/2023;PROFESSOR;JAPON“S;JORNALISTA;TATU BOLA;5;6;N«O;1;;0;;;0;
30/10/2023;JOGADOR N«O MEMBRO;MOLINHO;CARCAMANO;LITR«O;6;4;N«O;2;;0;;;0;
30/10/2023;JOGADOR N«O MEMBRO;MOLINHO;CARCAMANO;TIA LÈIÄA;6;5;N«O;1;;0;;;0;
30/10/2023;PROFESSOR;JAPON“S;LITR«O;TATU BOLA;7;2;N«O;5;;0;;;0;
30/10/2023;PROFESSOR;JAPON“S;JORNALISTA;TATU BOLA;1;6;N«O;5;;0;;;0;
31/10/2023;VOV‚;TATU BOLA;MESTRE;TIA LÈIÄA;6;4;N«O;2;;0;;;0;
31/10/2023;JOGADOR N«O MEMBRO;LITR«O;JORNALISTA;MOLINHO;8;4;N«O;4;;0;;;0;
31/10/2023;JOGADOR N«O MEMBRO;LITR«O;JORNALISTA;MOLINHO;6;5;N«O;1;;0;;;0;
31/10/2023;VOV‚;TATU BOLA;MESTRE;TIA LÈIÄA;2;6;N«O;4;;0;;;0;
31/10/2023;JORNALISTA;JOGADOR N«O MEMBRO;FANTASMA;JAPON“S;6;3;N«O;3;;0;;;0;
31/10/2023;JOGADOR N«O MEMBRO;TATU BOLA;LITR«O;MOLINHO;1;6;N«O;5;;0;;;0;
31/10/2023;JOGADOR N«O MEMBRO;FANTASMA;÷NDIO;LITR«O;6;3;N«O;3;;0;;;0;
31/10/2023;JOGADOR N«O MEMBRO;FANTASMA;JORNALISTA;MOLINHO;6;2;N«O;4;;0;;;0;
31/10/2023;÷NDIO;LITR«O;MESTRE;TIA LÈIÄA;6;4;N«O;2;;0;;;0;
01/11/2023;TATU BOLA;MESTRE;JAPON“S;TIA LÈIÄA;2;6;N«O;4;;0;;;0;
01/11/2023;JOGADOR N«O MEMBRO;TATU BOLA;÷NDIO;MOLINHO;3;6;N«O;3;;0;;;0;
01/11/2023;JOGADOR N«O MEMBRO;MOLINHO;TIA LÈIÄA;JAPON“S;3;6;N«O;3;;0;;;0;
01/11/2023;÷NDIO;LITR«O;JOGADOR N«O MEMBRO;TATU BOLA;3;6;N«O;3;;0;;;0;
01/11/2023;JOGADOR N«O MEMBRO;TATU BOLA;÷NDIO;LITR«O;3;6;N«O;3;;0;;;0;
01/11/2023;JOGADOR N«O MEMBRO;MESTRE;JAPON“S;TIA LÈIÄA;3;6;N«O;3;;0;;;0;
06/11/2023;CARCAMANO;LITR«O;JAPON“S;TATU BOLA;1;7;N«O;6;;0;;;0;
06/11/2023;MESTRE;TIA LÈIÄA;LITR«O;FANTASMA;6;3;N«O;3;;0;;;0;
06/11/2023;JORNALISTA;MESTRE;PROFESSOR;MOLINHO;3;6;N«O;3;;0;;;0;
06/11/2023;CARCAMANO;PROFESSOR;MESTRE;TIA LÈIÄA;1;6;N«O;5;;0;;;0;
06/11/2023;JAPON“S;TATU BOLA;CARCAMANO;LITR«O;1;6;N«O;5;;0;;;0;
06/11/2023;JORNALISTA;MESTRE;PROFESSOR;MOLINHO;6;5;N«O;1;;0;;;0;
06/11/2023;MESTRE;TIA LÈIÄA;LITR«O;PROFESSOR;7;2;N«O;5;;0;;;0;
06/11/2023;CARCAMANO;LITR«O;JAPON“S;TATU BOLA;6;5;N«O;1;;0;;;0;
06/11/2023;CARCAMANO;LITR«O;JAPON“S;TATU BOLA;4;6;N«O;2;;0;;;0;
06/11/2023;JAPON“S;TATU BOLA;JORNALISTA;CARCAMANO;6;2;N«O;4;;0;;;0;
07/11/2023;CARCAMANO;PROFESSOR;FANTASMA;TATU BOLA;6;4;N«O;2;;0;;;0;
07/11/2023;JOGADOR N«O MEMBRO;PROFESSOR;CARCAMANO;LITR«O;6;4;N«O;2;;0;;;0;
07/11/2023;JOGADOR N«O MEMBRO;PROFESSOR;LITR«O;FANTASMA;1;6;N«O;5;;0;;;0;
07/11/2023;JORNALISTA;SEM PRESSA;MOLINHO;JAPON“S;3;6;N«O;3;;0;;;0;
07/11/2023;MOLINHO;JAPON“S;SEM PRESSA;TATU BOLA;3;6;N«O;3;;0;;;0;
07/11/2023;CARCAMANO;PROFESSOR;JORNALISTA;LITR«O;6;5;N«O;1;;0;;;0;
07/11/2023;JOGADOR N«O MEMBRO;PROFESSOR;CARCAMANO;LITR«O;1;6;N«O;5;;0;;;0;
07/11/2023;JOGADOR N«O MEMBRO;PROFESSOR;CARCAMANO;LITR«O;6;2;N«O;4;;0;;;0;
07/11/2023;MOLINHO;JAPON“S;SEM PRESSA;TATU BOLA;6;5;N«O;1;;0;;;0;
08/11/2023;JORNALISTA;MOLINHO;JOGADOR N«O MEMBRO;TATU BOLA;6;1;N«O;5;;0;;;0;
08/11/2023;JORNALISTA;MOLINHO;LITR«O;PROFESSOR;3;6;N«O;3;;0;;;0;
08/11/2023;JORNALISTA;MOLINHO;JOGADOR N«O MEMBRO;TATU BOLA;6;2;N«O;4;;0;;;0;
08/11/2023;CARCAMANO;LITR«O;JAPON“S;MESTRE;6;4;N«O;2;;0;;;0;
08/11/2023;CARCAMANO;TATU BOLA;JAPON“S;MESTRE;6;2;N«O;4;;0;;;0;
08/11/2023;CARCAMANO;TATU BOLA;JAPON“S;MESTRE;6;2;N«O;4;;0;;;0;
08/11/2023;JOGADOR N«O MEMBRO;TATU BOLA;JAPON“S;MESTRE;6;1;N«O;5;;0;;;0;
08/11/2023;CARCAMANO;LITR«O;JAPON“S;MESTRE;1;7;N«O;6;;0;;;0;
08/11/2023;JORNALISTA;MOLINHO;JOGADOR N«O MEMBRO;TATU BOLA;6;3;N«O;3;;0;;;0;
09/11/2023;JOGADOR N«O MEMBRO;TATU BOLA;LITR«O;JAPON“S;6;3;N«O;3;;0;;;0;
09/11/2023;JORNALISTA;FANTASMA;JOGADOR N«O MEMBRO;TATU BOLA;5;6;N«O;1;;0;;;0;
09/11/2023;JOGADOR N«O MEMBRO;TATU BOLA;JOGADOR N«O MEMBRO;TIA LÈIÄA;6;3;N«O;3;;0;;;0;
09/11/2023;JOGADOR N«O MEMBRO;TATU BOLA;JORNALISTA;LITR«O;6;4;N«O;2;;0;;;0;
09/11/2023;PROFESSOR;MOLINHO;JAPON“S;MESTRE;5;6;N«O;1;;0;;;0;
09/11/2023;MESTRE;TIA LÈIÄA;PROFESSOR;MOLINHO;3;8;N«O;5;;0;;;0;
09/11/2023;JOGADOR N«O MEMBRO;TATU BOLA;JORNALISTA;JOGADOR N«O MEMBRO;6;3;N«O;3;;0;;;0;
10/11/2023;CARCAMANO;PROFESSOR;LITR«O;MOLINHO;6;3;N«O;3;;0;;;0;
10/11/2023;CARCAMANO;PROFESSOR;JOGADOR N«O MEMBRO;LITR«O;5;6;N«O;1;;0;;;0;
10/11/2023;MESTRE;TIA LÈIÄA;PROFESSOR;JAPON“S;6;4;N«O;2;;0;;;0;
10/11/2023;CARCAMANO;PROFESSOR;MESTRE;TIA LÈIÄA;3;6;N«O;3;;0;;;0;
10/11/2023;CARCAMANO;PROFESSOR;JOGADOR N«O MEMBRO;LITR«O;6;2;N«O;4;;0;;;0;
10/11/2023;MESTRE;TIA LÈIÄA;JAPON“S;FANTASMA;7;2;N«O;5;;0;;;0;
10/11/2023;CARCAMANO;LITR«O;JAPON“S;FANTASMA;5;6;N«O;1;;0;;;0;
10/11/2023;MESTRE;TIA LÈIÄA;JOGADOR N«O MEMBRO;LITR«O;1;6;N«O;5;;0;;;0;
13/11/2023;MESTRE;TIA LÈIÄA;LITR«O;JAPON“S;6;3;N«O;3;;0;;;0;
13/11/2023;MESTRE;TIA LÈIÄA;CARCAMANO;LITR«O;2;6;N«O;4;;0;;;0;
13/11/2023;CARCAMANO;LITR«O;JORNALISTA;TATU BOLA;1;6;N«O;5;;0;;;0;
13/11/2023;CARCAMANO;JOGADOR N«O MEMBRO;JORNALISTA;TATU BOLA;6;2;N«O;4;;0;;;0;
13/11/2023;JORNALISTA;TATU BOLA;CARCAMANO;JOGADOR N«O MEMBRO;3;6;N«O;3;;0;;;0;
13/11/2023;JORNALISTA;TATU BOLA;CARCAMANO;JOGADOR N«O MEMBRO;4;6;N«O;2;;0;;;0;
13/11/2023;CARCAMANO;LITR«O;MOLINHO;JAPON“S;6;4;N«O;2;;0;;;0;
13/11/2023;MESTRE;TIA LÈIÄA;MOLINHO;JAPON“S;5;6;N«O;1;;0;;;0;
13/11/2023;MESTRE;TIA LÈIÄA;MOLINHO;JAPON“S;6;4;N«O;2;;0;;;0;
14/11/2023;JOGADOR N«O MEMBRO;PROFESSOR;MOLINHO;TIA LÈIÄA;1;6;N«O;5;;0;;;0;
14/11/2023;JORNALISTA;FANTASMA;JOGADOR N«O MEMBRO;MESTRE;7;1;N«O;6;;0;;;0;
14/11/2023;JORNALISTA;MESTRE;CARCAMANO;JAPON“S;6;2;N«O;4;;0;;;0;
14/11/2023;JORNALISTA;MESTRE;CARCAMANO;TATU BOLA;6;4;N«O;2;;0;;;0;
14/11/2023;JAPON“S;LITR«O;MESTRE;TIA LÈIÄA;7;2;N«O;5;;0;;;0;
14/11/2023;JOGADOR N«O MEMBRO;PROFESSOR;MOLINHO;TIA LÈIÄA;4;6;N«O;2;;0;;;0;
